transaction_id,timestamp,amount,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,is_fraud
TXN_00033553,2026-04-29 18:36:38.656651,185.09145820721122,DEBIT,restaurant,UK,0.019706889138208894,0.2370240311479415,0
TXN_00009427,2026-04-24 13:07:54.656651,103.54916898829194,PAYMENT,restaurant,CA,0.0,0.10305815295493351,0
TXN_00000199,2026-04-05 22:07:23.656651,214.74319510563066,CASH_IN,restaurant,NG,0.055322756552859814,0.2349995881234842,0
TXN_00012447,2026-04-27 18:24:48.656651,54.65794047647245,CASH_IN,gas,BR,0.1736160274241774,0.4944082011253449,0
TXN_00039489,2026-04-22 16:29:03.656651,87.90978173500683,CASH_OUT,gas,RU,0.17319411996178577,0.47228637127062434,0
TXN_00042724,2026-04-05 23:56:15.656651,44.181083047132056,TRANSFER,retail,DE,0.0,0.19769991396234124,0
TXN_00010822,2026-04-25 17:22:44.656651,111.38372277853064,PAYMENT,retail,FR,0.14419419850930223,0.10154694559152305,0
TXN_00049498,2026-04-29 03:37:44.656651,266.9841294447135,PAYMENT,healthcare,RU,0.2862659080924971,0.28238560596985535,0
TXN_00004144,2026-04-04 06:56:30.656651,104.15616610401592,TRANSFER,electronics,US,0.020399406533167908,0.11209134516184682,0
TXN_00036958,2026-04-06 00:30:36.656651,120.11362271991044,PAYMENT,gas,DE,0.2009905404101179,0.0,0
TXN_00043106,2026-04-21 05:58:56.656651,76.82595991642542,CASH_OUT,entertainment,US,0.14305127772076193,0.0,0
TXN_00038695,2026-04-19 12:45:33.656651,169.59507372449107,PAYMENT,retail,RU,0.31029880023248746,0.20634862712936017,0
TXN_00006188,2026-04-04 16:24:45.656651,46.94756554562873,DEBIT,travel,DE,0.0,0.15512173819146907,0
TXN_00001414,2026-04-15 17:40:21.656651,48.492913168064064,CASH_IN,gas,UA,0.30360561679360165,0.39654050543972746,0
TXN_00018471,2026-04-16 12:31:37.656651,91.65019207414245,PAYMENT,electronics,UA,0.2879992466575686,0.36385149156591945,0
TXN_00029282,2026-04-22 00:50:44.656651,139.36389601750176,PAYMENT,entertainment,US,0.0,0.2858654718287845,0
TXN_00015177,2026-04-28 23:59:25.656651,418.4544069305691,PAYMENT,entertainment,CN,0.21512149277304926,0.1554468189188255,0
TXN_00034304,2026-04-26 14:23:31.656651,440.7824542546659,CASH_IN,restaurant,JP,0.06362128032277735,0.0,0
TXN_00012609,2026-04-16 05:13:39.656651,27.31946256996878,DEBIT,grocery,US,0.019103943690511882,0.16349459230831032,0
TXN_00012144,2026-04-21 04:55:26.656651,69.7985243292851,TRANSFER,electronics,NG,0.2935010247255314,0.2432619884976142,0
TXN_00006113,2026-04-16 23:07:11.656651,172.13394955747202,TRANSFER,restaurant,DE,0.1322990358110919,0.17799292797414,0
TXN_00015908,2026-04-18 00:16:43.656651,57.42645340877625,DEBIT,entertainment,US,0.0,0.3581487367235912,0
TXN_00000821,2026-04-13 10:21:17.656651,86.82291137219862,CASH_OUT,travel,CA,0.17084566564428236,0.1427147908155853,0
TXN_00015118,2026-04-09 23:36:54.656651,24.258524130644556,TRANSFER,travel,BR,0.16893379748195542,0.16177737964206906,0
TXN_00013466,2026-04-04 00:02:59.656651,66.3096400142773,CASH_OUT,travel,FR,0.261245587829795,0.16512323521942507,0
TXN_00026497,2026-04-08 10:46:48.656651,63.16668553022709,TRANSFER,grocery,IN,0.10690475075061441,0.26601496560299226,0
TXN_00042111,2026-04-15 20:54:04.656651,55.0928182423489,DEBIT,retail,RU,0.28467479621860264,0.26911440179544316,0
TXN_00030188,2026-04-13 02:16:57.656651,65.48329895961285,CASH_IN,electronics,US,0.09538968086044261,0.025578213452196852,0
TXN_00037237,2026-04-13 10:58:35.656651,129.66360183652483,DEBIT,healthcare,SG,0.035729900559347605,0.1962281370434818,0
TXN_00033109,2026-04-25 07:31:11.656651,81.22161093757275,CASH_IN,entertainment,PK,0.3550124338418427,0.37914083732817677,0
TXN_00036480,2026-04-27 11:00:27.656651,49.5253617230381,CASH_OUT,gas,CN,0.22724921345066126,0.19920790272890157,0
TXN_00024148,2026-04-08 15:33:12.656651,60.07302305640284,TRANSFER,restaurant,AU,0.11269342670259597,0.0,0
TXN_00005503,2026-04-26 03:47:18.656651,22.499245918998326,PAYMENT,entertainment,UA,0.22994430235632968,0.28418109441549866,0
TXN_00003918,2026-04-04 22:18:57.656651,55.08687057573766,PAYMENT,retail,JP,0.08622582037913995,0.17789351043879492,0
TXN_00038478,2026-04-23 13:09:58.656651,60.31241102532238,DEBIT,grocery,CN,0.294436099807168,0.17174991338527498,0
TXN_00021123,2026-04-07 02:22:59.656651,88.5066825196088,CASH_IN,grocery,DE,0.24680400306103695,0.0,0
TXN_00049717,2026-04-09 02:11:39.656651,26.01530534343316,TRANSFER,entertainment,BR,0.7627434859577692,0.7452078344066073,1
TXN_00042294,2026-04-04 01:10:57.656651,90.37929581251976,TRANSFER,gas,JP,0.16407266211255303,0.21786781816196443,0
TXN_00047609,2026-04-25 12:35:43.656651,211.58777141587504,TRANSFER,grocery,RU,0.230806966179576,0.2360604503475885,0
TXN_00011076,2026-04-21 10:32:25.656651,64.6261433307314,DEBIT,travel,US,0.1761106178921271,0.09611463497632328,0
TXN_00041514,2026-04-10 00:57:51.656651,212.53530014648538,CASH_OUT,retail,UK,0.0,0.030338782813882408,0
TXN_00022062,2026-04-08 08:44:57.656651,60.822430878822004,PAYMENT,entertainment,CA,0.15028802181383405,0.1427851187739701,0
TXN_00009413,2026-04-04 00:45:42.656651,102.32980368844231,PAYMENT,travel,AU,0.006446295469610973,0.052386570282907594,0
TXN_00038340,2026-04-23 14:23:12.656651,182.68242234542035,TRANSFER,retail,BR,0.02891752984021273,0.3947408845281756,0
TXN_00030263,2026-04-26 02:07:56.656651,48.48471366558777,PAYMENT,retail,RU,0.30280724289388994,0.2258863937694448,0
TXN_00041252,2026-04-14 20:08:16.656651,39.90427142095463,TRANSFER,gas,CA,0.0,0.0,0
TXN_00014644,2026-04-19 02:18:21.656651,336.2830113164334,PAYMENT,entertainment,RU,0.2888299127211499,0.3387477551221164,0
TXN_00026335,2026-04-09 10:12:23.656651,95.59091351118433,PAYMENT,healthcare,IN,0.2784487380916634,0.29730285768178477,0
TXN_00028102,2026-04-25 23:59:08.656651,116.39067583308083,PAYMENT,gas,DE,0.016867453073135412,0.09041398629809747,0
TXN_00017523,2026-04-27 17:51:11.656651,180.23589381663882,TRANSFER,travel,DE,0.0,0.0,0
TXN_00024712,2026-04-30 12:29:30.656651,34.04851236988212,PAYMENT,entertainment,BR,0.01432793399346538,0.36486363743563627,0
TXN_00040485,2026-04-14 13:04:51.656651,232.3339153185073,DEBIT,gas,DE,0.13975551542224188,0.3183764578659874,0
TXN_00003850,2026-04-29 18:59:03.656651,249.48367091500407,PAYMENT,travel,DE,0.15831784809990213,0.08185851142910115,0
TXN_00040040,2026-04-09 16:55:55.656651,46.314772061213404,PAYMENT,healthcare,FR,0.23182750517341694,0.0,0
TXN_00015267,2026-04-22 08:10:00.656651,64.564306085617,DEBIT,entertainment,US,0.0,0.2162040417160801,0
TXN_00049146,2026-04-25 00:28:29.656651,157.87805657949394,CASH_IN,entertainment,NG,0.0,0.2672797480242437,0
