transaction_id,timestamp,amount,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,is_fraud
TXN_00075721,2026-04-29 18:00:12.770946,21.720132445879408,PAYMENT,entertainment,JP,0.05084474707705291,0.03775575546596728,0
TXN_00080184,2026-04-20 16:48:58.770946,137.7455296882527,DEBIT,entertainment,FR,0.03906319390790719,0.2505336339936979,0
TXN_00019864,2026-04-26 22:12:23.770946,140.48676942991452,DEBIT,retail,SG,0.13215792839860013,0.44743641312669563,0
TXN_00076699,2026-04-21 04:22:24.770946,399.5234621825288,CASH_IN,restaurant,DE,0.02162963737220834,0.0,0
TXN_00092991,2026-04-16 17:53:23.770946,73.27441313733851,PAYMENT,travel,JP,0.009155683817856655,0.13659279736522117,0
TXN_00076434,2026-04-17 23:36:36.770946,362.2598224160451,PAYMENT,entertainment,DE,0.25788264117438014,0.29152223373256414,0
TXN_00084004,2026-04-17 20:09:45.770946,62.88064868650396,CASH_OUT,electronics,JP,0.0,0.0,0
TXN_00080917,2026-04-25 00:14:55.770946,25.98008146638366,PAYMENT,travel,CA,0.04085457886773198,0.026885985312776098,0
TXN_00060767,2026-04-17 02:15:38.770946,29.85347470695103,PAYMENT,healthcare,US,0.0,0.4643234667552783,0
TXN_00050074,2026-04-23 20:56:27.770946,31.72474346941535,DEBIT,grocery,AU,0.0,0.33043910065770465,0
TXN_00027701,2026-04-27 16:26:54.770946,262.7204020876743,DEBIT,retail,AU,0.00227248490217552,0.0,0
TXN_00042141,2026-04-20 20:28:22.770946,100.29937820945119,CASH_OUT,grocery,NG,0.329844011738426,0.18973413787371957,0
TXN_00045080,2026-04-30 22:31:43.770946,113.74744823289409,PAYMENT,gas,US,0.25419600729252356,0.021451535368023147,0
TXN_00016638,2026-05-01 12:17:08.770946,30.4212555065739,CASH_IN,restaurant,RU,0.10052868877591617,0.36504059823124513,0
TXN_00020424,2026-05-01 17:41:13.770946,46.14523443002617,CASH_IN,healthcare,SG,0.0,0.0008623153822877455,0
TXN_00088702,2026-04-20 22:08:44.770946,39.532538664707104,PAYMENT,electronics,AU,0.014286740850781986,0.02094928055199667,0
TXN_00000149,2026-04-10 07:37:49.770946,40.10239275120707,TRANSFER,retail,FR,0.17697404402284128,0.2785687400034463,0
TXN_00001761,2026-04-07 12:11:21.770946,83.10842826953947,PAYMENT,grocery,SG,0.07108633808515827,0.02055662733605272,0
TXN_00063120,2026-04-30 04:22:23.770946,47.94056527085226,PAYMENT,restaurant,CA,0.02210405080086926,0.0,0
TXN_00069161,2026-04-26 05:16:13.770946,41.47528089936472,CASH_IN,healthcare,UA,0.1985463691939016,0.1066193540235012,0
TXN_00064883,2026-04-28 12:30:51.770946,68.30764935318396,CASH_OUT,healthcare,RU,0.2585730466739755,0.17491248008343713,0
TXN_00002495,2026-04-22 16:40:44.770946,112.63865146572672,CASH_IN,retail,CA,0.14329721803340545,0.15971529799054768,0
TXN_00080296,2026-04-02 22:36:08.770946,80.0486641523535,DEBIT,gas,FR,0.1584865178313966,0.09414484868669777,0
TXN_00019447,2026-04-26 17:47:50.770946,257.26255836556714,TRANSFER,restaurant,US,0.22605069958941168,0.2182036152848943,0
TXN_00041331,2026-04-26 18:13:03.770946,151.9868655505904,DEBIT,grocery,CA,0.0,0.07109557574593944,0
TXN_00014888,2026-04-12 06:55:58.770946,127.8653375479518,PAYMENT,grocery,UA,0.10833117866100095,0.17766680218622805,0
TXN_00088636,2026-04-09 06:33:12.770946,40.08844064795427,PAYMENT,entertainment,UK,0.11102899184170115,0.05431228849504686,0
TXN_00094892,2026-04-08 14:07:12.770946,23.98852075925831,PAYMENT,retail,JP,0.08171911548186025,0.2678236838963555,0
TXN_00092731,2026-04-10 18:10:32.770946,59.44708829760884,DEBIT,grocery,BR,0.3686433095602986,0.1851996758595182,0
TXN_00029130,2026-04-14 01:20:48.770946,27.64854350252211,DEBIT,electronics,AU,0.010467533049029185,0.0,0
TXN_00079022,2026-04-30 08:56:13.770946,127.3936493184657,PAYMENT,entertainment,PK,0.08046359000583486,0.38767016510287333,0
TXN_00084936,2026-04-06 01:06:21.770946,101.90974863195974,DEBIT,retail,UK,0.0046469515841032205,0.0,0
TXN_00016821,2026-04-23 16:58:34.770946,47.41676825436494,DEBIT,travel,US,0.06635725688442747,0.14809740429869178,0
TXN_00036733,2026-04-29 03:09:46.770946,28.718772225263045,PAYMENT,grocery,US,0.16610071734290432,0.13518022545668193,0
TXN_00015602,2026-04-24 06:27:17.770946,51.0589654553376,PAYMENT,entertainment,NG,0.2260331873308247,0.28219568769336384,0
TXN_00028533,2026-04-03 18:13:13.770946,115.41441583101579,PAYMENT,retail,DE,0.1121013839712246,0.0,0
TXN_00069769,2026-04-23 17:09:17.770946,57.00954740540169,TRANSFER,grocery,NG,0.32576636759007727,0.3792886109062381,0
TXN_00011405,2026-04-23 17:01:19.770946,28.394988748612114,PAYMENT,gas,PK,0.3315543745824466,0.37101919079473983,0
TXN_00096852,2026-04-10 09:40:52.770946,200.62539468582594,PAYMENT,entertainment,CN,0.17211865453684128,0.1237266951378557,0
TXN_00016130,2026-05-02 09:32:08.770946,283.22710483071796,TRANSFER,retail,IN,0.15293080360413117,0.04848290781237671,0
TXN_00019792,2026-04-21 00:43:56.770946,140.13971378988325,PAYMENT,grocery,DE,0.06896568799637776,0.008334408322224582,0
TXN_00089577,2026-04-21 14:21:16.770946,32.36660254359313,PAYMENT,entertainment,DE,0.19454742961446095,0.08342969517758599,0
TXN_00040163,2026-04-20 21:11:23.770946,63.3927183601942,PAYMENT,healthcare,FR,0.06174964682141659,0.0990117641618248,0
TXN_00031776,2026-04-28 18:18:09.770946,26.48374774727297,PAYMENT,retail,CA,0.07632051917642126,0.0,0
TXN_00025330,2026-04-12 14:14:55.770946,33.45890538960216,DEBIT,retail,JP,0.21607578513507233,0.056579886168609886,0
TXN_00079156,2026-04-25 07:50:04.770946,21.94753583461479,PAYMENT,entertainment,SG,0.06531025398942109,0.2344473012523141,0
TXN_00051685,2026-04-14 06:27:13.770946,584.1989630867669,DEBIT,retail,DE,0.01714523035306427,0.22462333947982388,0
TXN_00075498,2026-04-23 14:54:16.770946,113.63840054211973,PAYMENT,entertainment,DE,0.0,0.07874863685867593,0
TXN_00004727,2026-04-12 00:16:19.770946,26.8235470792186,PAYMENT,restaurant,US,0.08144637359051857,0.1619852978617875,0
TXN_00085198,2026-04-21 15:24:45.770946,172.80596853039467,DEBIT,restaurant,FR,0.0,0.0,0
TXN_00035795,2026-04-20 08:01:23.770946,49.86214709718067,CASH_OUT,electronics,RU,0.25871122132303837,0.44281667457298335,0
TXN_00012256,2026-04-07 03:30:01.770946,20.3587193869414,DEBIT,restaurant,UK,0.12244536907532327,0.0,0
TXN_00035718,2026-04-03 17:36:39.770946,45.03930577944639,DEBIT,gas,FR,0.08213517707814688,0.03601989667933102,0
TXN_00070551,2026-05-01 02:12:16.770946,118.6173446415832,CASH_IN,entertainment,BR,0.24191410858095666,0.14239939143035404,0
TXN_00054374,2026-04-15 16:58:01.770946,224.76633494305298,CASH_OUT,restaurant,DE,0.012612857509056538,0.027124083848729837,0
TXN_00039691,2026-04-04 03:41:16.770946,144.9281976794971,CASH_IN,grocery,CA,0.10510931575303276,0.19549409999266182,0
TXN_00093702,2026-04-11 23:40:42.770946,65.97222336073403,PAYMENT,grocery,CN,0.3184931212694402,0.17022803773638812,0
TXN_00073691,2026-04-10 17:39:03.770946,247.73532009810214,PAYMENT,gas,SG,0.09365535999261089,0.0,0
TXN_00098070,2026-05-01 08:52:49.770946,148.57882737320105,DEBIT,retail,UK,0.14029144368330476,0.332170196858922,0
TXN_00000575,2026-04-25 02:15:12.770946,80.67354618013044,CASH_OUT,entertainment,UA,0.25386622063510844,0.3001709263094369,0
